PaÃ­s;CÃ³digo ISO paÃ­s;Oficina de registro;Grupo edad;Edad (aÃ±os);Ãrea Conocimiento;Sub Area Conocimiento;Nivel AcadÃ©mico;Estado civil;GÃ©nero;Etnia de la persona;Estatura (CM);LocalizaciÃ³n;Cantidad de personas;
VENEZUELA;VEN;C. MARACAIBO;ADULTO JOVEN;22;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;FEMENINO;NINGUNA;-1;(6.42375, -66.58973);1;
ESPAÃ‘A;ESP;C. BARCELONA;ADULTO JOVEN;22;NINGUNA;NINGUNA;BACHILLERATO;DESCONOCIDO;MASCULINO;NINGUNA;-1;(40.463667, -3.74922);1;
ARGENTINA;ARG;C. BUENOS AIRES;ADULTO JOVEN;22;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;CONTADURÃA PÃšBLICA;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;-1;(-38.416097, -63.616672);1;
ECUADOR;ECU;C. TULCAN;ADULTO JOVEN;22;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;NINGUNA;155;(-1.831239, -78.183406);1;
ECUADOR;ECU;C. QUITO;ADULTO JOVEN;22;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;MASCULINO;NINGUNA;-1;(-1.831239, -78.183406);1;
ESTADOS UNIDOS;USA;C. NUEVA YORK;ADULTO JOVEN;22;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ADMINISTRACIÃ“N;PREGRADO - TECNOLÃ“GICO;SOLTERO;MASCULINO;NINGUNA;-1;(37.09024, -95.712891);1;
ESTADOS UNIDOS;USA;C. HOUSTON;ADULTO JOVEN;22;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ADMINISTRACIÃ“N;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;-1;(37.09024, -95.712891);1;
ARUBA;ABW;C. ARUBA;ADULTO JOVEN;22;NINGUNA;NINGUNA;BACHILLERATO;UNION_LIBRE;MASCULINO;OTRO;-1;(12.52111, -69.968338);1;
PERU;PER;C. LIMA;ADULTO JOVEN;22;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;FEMENINO;SIN ETNIA REGISTRADA;169;(-9.189967, -75.015152);1;
VENEZUELA;VEN;C. MERIDA VEN;ADULTO JOVEN;22;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;MASCULINO;NINGUNA;177;(6.42375, -66.58973);1;
VENEZUELA;VEN;C. BARINAS;ADULTO JOVEN;22;NINGUNA;NINGUNA;BACHILLERATO;SOLTERO;MASCULINO;NINGUNA;-1;(6.42375, -66.58973);2;
ESTADOS UNIDOS;USA;C. HOUSTON;ADULTO JOVEN;22;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ADMINISTRACIÃ“N;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;OTRO;-1;(37.09024, -95.712891);1;
ESTADOS UNIDOS;USA;C. MIAMI;ADULTO JOVEN;22;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;MASCULINO;NINGUNA;181;(37.09024, -95.712891);1;
ESPAÃ‘A;ESP;C. BARCELONA;ADULTO JOVEN;22;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;NINGUNA;154;(40.463667, -3.74922);1;
PERU;PER;C. LIMA;ADULTO JOVEN;22;NINGUNA;NINGUNA;NO INDICA;UNION_LIBRE;FEMENINO;OTRO;-1;(-9.189967, -75.015152);1;
ESTADOS UNIDOS;USA;C. CHICAGO;ADULTO JOVEN;22;CIENCIAS SOCIALES Y HUMANAS;LENGUAS MODERNAS, FILOLOGÃA, LINGÃœÃSTICA Y AFINES;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;-1;(37.09024, -95.712891);1;
CANADA;CAN;C. MONTREAL;ADULTO JOVEN;22;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;NINGUNA;165;(56.130366, -106.346771);1;
REINO UNIDO;GBR;C. LONDRES;ADULTO JOVEN;22;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;MASCULINO;OTRO;180;(55.378051, -3.435973);1;
BOLIVIA;BOL;C. LA PAZ;ADULTO JOVEN;22;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;CONTADURÃA PÃšBLICA;NO INDICA;SOLTERO;MASCULINO;NINGUNA;-1;(-16.290154, -63.588653);1;
CANADA;CAN;C. TORONTO;ADULTO JOVEN;22;NINGUNA;NINGUNA;BACHILLERATO;SOLTERO;FEMENINO;OTRO;155;(56.130366, -106.346771);1;
PERU;PER;C. LIMA;ADULTO JOVEN;22;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA MECÃNICA Y AFINES;PREGRADO - TECNOLÃ“GICO;SOLTERO;MASCULINO;NINGUNA;-1;(-9.189967, -75.015152);1;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;22;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA EN SISTEMAS, TELEMÃTICA Y AFINES;PREGRADO - TÃ‰CNICO PROFESIONAL;UNION_LIBRE;MASCULINO;NINGUNA;-1;(40.463667, -3.74922);1;
ESTADOS UNIDOS;USA;C. ATLANTA;ADULTO JOVEN;22;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;MASCULINO;NINGUNA;168;(37.09024, -95.712891);1;
ESPAÃ‘A;ESP;C. VALENCIA ESP;ADULTO JOVEN;22;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA INDUSTRIAL Y AFINES;PREGRADO - TECNOLÃ“GICO;SOLTERO;MASCULINO;NINGUNA;-1;(40.463667, -3.74922);1;
ESTADOS UNIDOS;USA;C. HOUSTON;ADULTO JOVEN;22;CIENCIAS SOCIALES Y HUMANAS;CIENCIA POLÃTICA Y/O RELACIONES INTERNACIONALES;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;OTRO;-1;(37.09024, -95.712891);1;
FRANCIA;FRA;C. PARIS;ADULTO JOVEN;22;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;FEMENINO;NINGUNA;178;(46.227638, 2.213749);1;
CANADA;CAN;C. MONTREAL;ADULTO JOVEN;22;MATEMÃTICAS Y CIENCIAS NATURALES;MATEMÃTICAS, ESTADÃSTICA Y AFINES;NO INDICA;SOLTERO;FEMENINO;NINGUNA;-1;(56.130366, -106.346771);1;
PARAGUAY;PRY;C. ASUNCION;ADULTO JOVEN;22;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;MASCULINO;SIN ETNIA REGISTRADA;163;(-23.442503, -58.443832);1;
VENEZUELA;VEN;C. MARACAIBO;ADULTO JOVEN;22;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;FEMENINO;NINGUNA;160;(6.42375, -66.58973);1;
ESTADOS UNIDOS;USA;C. ATLANTA;ADULTO JOVEN;22;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ADMINISTRACIÃ“N;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;MASCULINO;OTRO;-1;(37.09024, -95.712891);1;
CHILE;CHL;C. SANTIAGO;ADULTO JOVEN;22;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;MASCULINO;NINGUNA;-1;(-35.675147, -71.542969);1;
ESTADOS UNIDOS;USA;C. NEWARK;ADULTO JOVEN;22;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;FEMENINO;NINGUNA;-1;(37.09024, -95.712891);1;
ESTADOS UNIDOS;USA;C. CHICAGO;ADULTO JOVEN;22;CIENCIAS SOCIALES Y HUMANAS;OTROS ESTUDIOS EN CIENCIAS SOCIALES Y HUMANAS;PREGRADO - TÃ‰CNICO PROFESIONAL;CASADO;FEMENINO;OTRO;-1;(37.09024, -95.712891);1;
SINGAPUR;SGP;C. SINGAPUR;ADULTO JOVEN;22;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ECONOMÃA;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;173;(1.352083, 103.819836);1;
ESTADOS UNIDOS;USA;C. ATLANTA;ADULTO JOVEN;22;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA INDUSTRIAL Y AFINES;NO INDICA;SOLTERO;FEMENINO;OTRO;-1;(37.09024, -95.712891);1;
ECUADOR;ECU;C. ESMERALDAS;ADULTO JOVEN;22;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA EN SISTEMAS, TELEMÃTICA Y AFINES;NO INDICA;UNION_LIBRE;MASCULINO;AFRODESCENDIENTE;-1;(-1.831239, -78.183406);1;
ESPAÃ‘A;ESP;C. BILBAO;ADULTO JOVEN;22;CIENCIAS DE LA SALUD;ENFERMERÃA;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;-1;(40.463667, -3.74922);1;
CANADA;CAN;C. TORONTO;ADULTO JOVEN;22;CIENCIAS SOCIALES Y HUMANAS;LENGUAS MODERNAS, FILOLOGÃA, LINGÃœÃSTICA Y AFINES;NO INDICA;SOLTERO;FEMENINO;OTRO;-1;(56.130366, -106.346771);1;
PAISES BAJOS;NLD;C. AMSTERDAM;ADULTO JOVEN;22;NINGUNA;NINGUNA;NO INDICA;SOLTERO;FEMENINO;NINGUNA;-1;(52.132633, 5.291266);1;
ESTADOS UNIDOS;USA;C. WASHINGTON;ADULTO JOVEN;22;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ADMINISTRACIÃ“N;PREGRADO - TECNOLÃ“GICO;SOLTERO;FEMENINO;NINGUNA;-1;(37.09024, -95.712891);1;
ESTADOS UNIDOS;USA;C. NEWARK;ADULTO JOVEN;22;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;CONTADURÃA PÃšBLICA;PREGRADO - TECNOLÃ“GICO;SOLTERO;FEMENINO;NINGUNA;-1;(37.09024, -95.712891);1;
JORDANIA;JOR;C. EL CAIRO;ADULTO JOVEN;22;NINGUNA;NINGUNA;NO INDICA;SOLTERO;FEMENINO;OTRO;-1;(30.585164, 36.238414);1;
ESTADOS UNIDOS;USA;C. ORLANDO;ADULTO JOVEN;22;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ADMINISTRACIÃ“N;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;OTRO;-1;(37.09024, -95.712891);1;
ESTADOS UNIDOS;USA;C. SAN FRANCISCO;ADULTO JOVEN;22;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ADMINISTRACIÃ“N;NO INDICA;SOLTERO;MASCULINO;OTRO;-1;(37.09024, -95.712891);1;
VENEZUELA;VEN;C. MERIDA VEN;ADULTO JOVEN;22;CIENCIAS SOCIALES Y HUMANAS;OTROS ESTUDIOS EN CIENCIAS SOCIALES Y HUMANAS;NO INDICA;SOLTERO;MASCULINO;NINGUNA;-1;(6.42375, -66.58973);1;
ITALIA;ITA;C. MILAN;ADULTO JOVEN;22;BELLAS ARTES;ARTES PLÃSTICAS, VISUALES Y AFINES;NO INDICA;SOLTERO;FEMENINO;NINGUNA;-1;(41.87194, 12.56738);1;
ISRAEL;ISR;C. TEL AVIV;ADULTO JOVEN;22;NINGUNA;NINGUNA;NO INDICA;SOLTERO;FEMENINO;NINGUNA;-1;(31.046051, 34.851612);1;
ARGENTINA;ARG;C. BUENOS AIRES;ADULTO JOVEN;22;BELLAS ARTES;ARTES PLÃSTICAS, VISUALES Y AFINES;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;AFRODESCENDIENTE;-1;(-38.416097, -63.616672);1;
ESTADOS UNIDOS;USA;C. MIAMI;ADULTO JOVEN;22;BELLAS ARTES;OTRO PROGRAMA DE BELLAS ARTES;NO INDICA;SOLTERO;FEMENINO;NINGUNA;-1;(37.09024, -95.712891);1;
PANAMA;PAN;C. PANAMA;ADULTO JOVEN;22;NINGUNA;NINGUNA;BACHILLERATO;SOLTERO;MASCULINO;OTRO;166;(8.537981, -80.782127);1;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;22;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;FEMENINO;SIN ETNIA REGISTRADA;161;(40.463667, -3.74922);1;
FRANCIA;FRA;C. PARIS;ADULTO JOVEN;22;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;FEMENINO;NINGUNA;161;(46.227638, 2.213749);1;
ESTADOS UNIDOS;USA;C. CHICAGO;ADULTO JOVEN;22;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ADMINISTRACIÃ“N;PREGRADO - TÃ‰CNICO PROFESIONAL;DESCONOCIDO;MASCULINO;OTRO;-1;(37.09024, -95.712891);1;
VENEZUELA;VEN;C. SAN ANT DE TACHIRA;ADULTO JOVEN;22;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;FEMENINO;SIN ETNIA REGISTRADA;150;(6.42375, -66.58973);1;
VENEZUELA;VEN;C. VALENCIA VEN;ADULTO JOVEN;22;NINGUNA;NINGUNA;NO INDICA;SOLTERO;FEMENINO;NINGUNA;150;(6.42375, -66.58973);1;
ESTADOS UNIDOS;USA;C. NEWARK;ADULTO JOVEN;22;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ADMINISTRACIÃ“N;NO INDICA;SOLTERO;FEMENINO;NINGUNA;-1;(37.09024, -95.712891);1;
PANAMA;PAN;C. PANAMA;ADULTO JOVEN;22;NINGUNA;NINGUNA;BACHILLERATO;SOLTERO;MASCULINO;OTRO;186;(8.537981, -80.782127);1;
ECUADOR;ECU;C. QUITO;ADULTO JOVEN;22;BELLAS ARTES;ARTES PLÃSTICAS, VISUALES Y AFINES;NO INDICA;SOLTERO;MASCULINO;OTRO;-1;(-1.831239, -78.183406);1;
ESPAÃ‘A;ESP;C. BILBAO;ADULTO JOVEN;22;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;-1;(40.463667, -3.74922);1;
ESPAÃ‘A;ESP;C. BILBAO;ADULTO JOVEN;22;CIENCIAS DE LA SALUD;ENFERMERÃA;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;MASCULINO;OTRO;-1;(40.463667, -3.74922);1;
ESTADOS UNIDOS;USA;C. NEWARK;ADULTO JOVEN;22;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ADMINISTRACIÃ“N;PREGRADO - PROFESIONAL;CASADO;FEMENINO;OTRO;-1;(37.09024, -95.712891);1;
ESTADOS UNIDOS;USA;C. NUEVA YORK;ADULTO JOVEN;22;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ADMINISTRACIÃ“N;PREGRADO - TÃ‰CNICO PROFESIONAL;DESCONOCIDO;FEMENINO;OTRO;-1;(37.09024, -95.712891);1;
ESTADOS UNIDOS;USA;C. ORLANDO;ADULTO JOVEN;22;BELLAS ARTES;OTRO PROGRAMA DE BELLAS ARTES;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;-1;(37.09024, -95.712891);1;
ESTADOS UNIDOS;USA;C. ATLANTA;ADULTO JOVEN;22;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;CONTADURÃA PÃšBLICA;NO INDICA;SOLTERO;MASCULINO;NINGUNA;-1;(37.09024, -95.712891);1;
ESPAÃ‘A;ESP;C. BARCELONA;ADULTO JOVEN;22;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA MECÃNICA Y AFINES;PREGRADO - TÃ‰CNICO PROFESIONAL;DESCONOCIDO;MASCULINO;OTRO;-1;(40.463667, -3.74922);1;
ITALIA;ITA;C. ROMA;ADULTO JOVEN;22;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA EN SISTEMAS, TELEMÃTICA Y AFINES;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;-1;(41.87194, 12.56738);1;
CHILE;CHL;C. SANTIAGO;ADULTO JOVEN;22;INGENIERÃA, ARQUITECTURA Y AFINES;OTRAS INGENIERÃAS;NO INDICA;SOLTERO;FEMENINO;OTRO;-1;(-35.675147, -71.542969);1;
COSTA RICA;CRI;C. SAN JOSE;ADULTO JOVEN;22;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;MASCULINO;SIN ETNIA REGISTRADA;165;(9.748917, -83.753428);1;
ESTADOS UNIDOS;USA;C. LOS ANGELES;ADULTO JOVEN;22;MATEMÃTICAS Y CIENCIAS NATURALES;FÃSICA;NO INDICA;SOLTERO;MASCULINO;OTRO;-1;(37.09024, -95.712891);1;
CANADA;CAN;C. MONTREAL;ADULTO JOVEN;22;NINGUNA;NINGUNA;NO INDICA;CASADO;FEMENINO;NINGUNA;-1;(56.130366, -106.346771);1;
ESTADOS UNIDOS;USA;C. BOSTON;ADULTO JOVEN;22;AGRONOMÃA, VETERINARIA Y AFINES;ZOOTECNIA;NO INDICA;SOLTERO;MASCULINO;NINGUNA;-1;(37.09024, -95.712891);1;
PERU;PER;C. LIMA;ADULTO JOVEN;22;CIENCIAS DE LA EDUCACIÃ“N;EDUCACIÃ“N;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;-1;(-9.189967, -75.015152);1;
ESTADOS UNIDOS;USA;C. MIAMI;ADULTO JOVEN;22;BELLAS ARTES;DISEÃ‘O;NO INDICA;SOLTERO;FEMENINO;OTRO;-1;(37.09024, -95.712891);1;
ESTADOS UNIDOS;USA;C. NUEVA YORK;ADULTO JOVEN;22;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA ELÃ‰CTRICA Y AFINES;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;MASCULINO;OTRO;-1;(37.09024, -95.712891);1;
PERU;PER;C. IQUITOS;ADULTO JOVEN;22;CIENCIAS SOCIALES Y HUMANAS;SOCIOLOGÃA, TRABAJO SOCIAL Y AFINES;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;-1;(-9.189967, -75.015152);1;
ECUADOR;ECU;C. QUITO;ADULTO JOVEN;22;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA BIOMÃ‰DICA Y AFINES;NO INDICA;SOLTERO;FEMENINO;OTRO;-1;(-1.831239, -78.183406);1;
ESPAÃ‘A;ESP;C. BILBAO;ADULTO JOVEN;22;NINGUNA;NINGUNA;BACHILLERATO;DESCONOCIDO;MASCULINO;OTRO;-1;(40.463667, -3.74922);1;
ESTADOS UNIDOS;USA;C. LOS ANGELES;ADULTO JOVEN;22;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ADMINISTRACIÃ“N;PREGRADO - TÃ‰CNICO PROFESIONAL;DESCONOCIDO;FEMENINO;OTRO;-1;(37.09024, -95.712891);1;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;22;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;FEMENINO;OTRO;166;(40.463667, -3.74922);1;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;22;NINGUNA;NINGUNA;BACHILLERATO;SOLTERO;FEMENINO;NINGUNA;172;(40.463667, -3.74922);1;
ESTADOS UNIDOS;USA;C. HOUSTON;ADULTO JOVEN;22;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA ELÃ‰CTRICA Y AFINES;NO INDICA;SOLTERO;FEMENINO;NINGUNA;-1;(37.09024, -95.712891);1;
CHILE;CHL;C. SANTIAGO;ADULTO JOVEN;22;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;NINGUNA;-1;(-35.675147, -71.542969);1;
ESPAÃ‘A;ESP;C. BARCELONA;ADULTO JOVEN;22;CIENCIAS SOCIALES Y HUMANAS;CIENCIA POLÃTICA Y/O RELACIONES INTERNACIONALES;NO INDICA;SOLTERO;FEMENINO;OTRO;-1;(40.463667, -3.74922);1;
PAISES BAJOS;NLD;C. AMSTERDAM;ADULTO JOVEN;22;CIENCIAS DE LA EDUCACIÃ“N;EDUCACIÃ“N;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;OTRO;-1;(52.132633, 5.291266);1;
MALASIA;MYS;C. KUALA LUMPUR;ADULTO JOVEN;22;CIENCIAS DE LA EDUCACIÃ“N;EDUCACIÃ“N;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;OTRO;-1;(4.210484, 101.975766);1;
ESPAÃ‘A;ESP;C. LAS PALMAS DE G.C;ADULTO JOVEN;22;NO INDICA;NO INDICA;NO INDICA;SOLTERO;FEMENINO;NINGUNA;-1;(40.463667, -3.74922);1;
JAPON;JPN;C. TOKIO;ADULTO JOVEN;22;CIENCIAS DE LA SALUD;MEDICINA;NO INDICA;SOLTERO;MASCULINO;OTRO;-1;(36.204824, 138.252924);1;
ESTADOS UNIDOS;USA;C. NUEVA YORK;ADULTO JOVEN;22;NINGUNA;NINGUNA;NO INDICA;SOLTERO;MASCULINO;RAIZAL DEL ARCHIPIELAGO DE SAN ANDRES;-1;(37.09024, -95.712891);1;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;22;BELLAS ARTES;ARTES PLÃSTICAS, VISUALES Y AFINES;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;-1;(40.463667, -3.74922);1;
ESTADOS UNIDOS;USA;C. NEWARK;ADULTO JOVEN;22;(NO REGISTRA);(NO REGISTRA);(NO REGISTRA);SOLTERO;MASCULINO;OTRO;-1;(37.09024, -95.712891);1;
BOLIVIA;BOL;C. LA PAZ;ADULTO JOVEN;22;NINGUNA;NINGUNA;BACHILLERATO;DESCONOCIDO;MASCULINO;OTRO;-1;(-16.290154, -63.588653);1;
REINO UNIDO;GBR;C. LONDRES;ADULTO JOVEN;22;COCINA Y CULINARIA;COCINA Y CULINARIA;PREGRADO - TECNOLÃ“GICO;SOLTERO;MASCULINO;OTRO;-1;(55.378051, -3.435973);1;
ESPAÃ‘A;ESP;C. BILBAO;ADULTO JOVEN;22;NINGUNA;NINGUNA;BACHILLERATO;SOLTERO;FEMENINO;NINGUNA;158;(40.463667, -3.74922);1;
ARUBA;ABW;C. ARUBA;ADULTO JOVEN;22;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA INDUSTRIAL Y AFINES;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;-1;(12.52111, -69.968338);1;
VENEZUELA;VEN;C. BARINAS;ADULTO JOVEN;22;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;FEMENINO;SIN ETNIA REGISTRADA;150;(6.42375, -66.58973);1;
ESPAÃ‘A;ESP;C. BARCELONA;ADULTO JOVEN;22;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ADMINISTRACIÃ“N;NO INDICA;DESCONOCIDO;MASCULINO;NINGUNA;-1;(40.463667, -3.74922);1;
ESPAÃ‘A;ESP;C. BILBAO;ADULTO JOVEN;22;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;FEMENINO;NINGUNA;154;(40.463667, -3.74922);1;
PORTUGAL;PRT;C. LISBOA;ADULTO JOVEN;22;NINGUNA;NINGUNA;BACHILLERATO;SOLTERO;MASCULINO;OTRO;-1;(39.399872, -8.224454);1;
FRANCIA;FRA;C. PARIS;ADULTO JOVEN;22;NINGUNA;NINGUNA;BACHILLERATO;SOLTERO;FEMENINO;OTRO;155;(46.227638, 2.213749);1;
ESPAÃ‘A;ESP;C. BILBAO;ADULTO JOVEN;22;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;FEMENINO;NINGUNA;177;(40.463667, -3.74922);1;
ESPAÃ‘A;ESP;C. PALMA DE MALLORCA;ADULTO JOVEN;22;CIENCIAS DE LA EDUCACIÃ“N;EDUCACIÃ“N;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;-1;(40.463667, -3.74922);1;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;22;NINGUNA;NINGUNA;BACHILLERATO;UNION_LIBRE;FEMENINO;INDÃGENA;-1;(40.463667, -3.74922);1;
ESTADOS UNIDOS;USA;C. ORLANDO;ADULTO JOVEN;22;NINGUNA;NINGUNA;BACHILLERATO;SOLTERO;FEMENINO;NINGUNA;160;(37.09024, -95.712891);1;
ESPAÃ‘A;ESP;C. BARCELONA;ADULTO JOVEN;22;NINGUNA;NINGUNA;BACHILLERATO;CASADO;FEMENINO;NINGUNA;-1;(40.463667, -3.74922);1;
ESTADOS UNIDOS;USA;C. SAN FRANCISCO;ADULTO JOVEN;22;INGENIERÃA, ARQUITECTURA Y AFINES;OTRAS INGENIERÃAS;NO INDICA;SOLTERO;MASCULINO;NINGUNA;-1;(37.09024, -95.712891);1;
FRANCIA;FRA;C. PARIS;ADULTO JOVEN;22;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;FEMENINO;NINGUNA;152;(46.227638, 2.213749);1;
ECUADOR;ECU;C. TULCAN;ADULTO JOVEN;22;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;MASCULINO;OTRO;155;(-1.831239, -78.183406);1;
ESTADOS UNIDOS;USA;C. LOS ANGELES;ADULTO JOVEN;22;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;CONTADURÃA PÃšBLICA;PREGRADO - TECNOLÃ“GICO;SOLTERO;FEMENINO;OTRO;-1;(37.09024, -95.712891);1;
MEXICO;MEX;C. GUADALAJARA;ADULTO JOVEN;22;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ADMINISTRACIÃ“N;NO INDICA;SOLTERO;FEMENINO;NINGUNA;-1;(23.634501, -102.552784);1;
RUSIA;RUS;C. MOSCU;ADULTO JOVEN;22;CIENCIAS SOCIALES Y HUMANAS;DERECHO Y AFINES;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;-1;(61.52401, 105.318756);1;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;22;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA CIVIL Y AFINES;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;-1;(40.463667, -3.74922);1;
MEXICO;MEX;C. MEXICO;ADULTO JOVEN;22;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;FEMENINO;OTRO;150;(23.634501, -102.552784);1;
REINO UNIDO;GBR;C. LONDRES;ADULTO JOVEN;22;NINGUNA;NINGUNA;NO INDICA;SOLTERO;MASCULINO;INDÃGENA;-1;(55.378051, -3.435973);1;
CURAÃ‡AO;CUW;C. WILLEMSTAD;ADULTO JOVEN;22;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;NINGUNA;-1;(12.16957, -68.990021);1;
ECUADOR;ECU;C. GUAYAQUIL;ADULTO JOVEN;22;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;FEMENINO;NINGUNA;155;(-1.831239, -78.183406);1;
ESPAÃ‘A;ESP;C. BARCELONA;ADULTO JOVEN;22;CIENCIAS SOCIALES Y HUMANAS;PSICOLOGÃA Y AFINES;PREGRADO - TÃ‰CNICO PROFESIONAL;UNION_LIBRE;FEMENINO;OTRO;-1;(40.463667, -3.74922);1;
ITALIA;ITA;C. MILAN;ADULTO JOVEN;22;MATEMÃTICAS Y CIENCIAS NATURALES;OTROS PROGRAMAS DE CIENCIAS NATURALES;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;-1;(41.87194, 12.56738);1;
